"row","col","code","name"
1,1,"AK","Alaska"
2,2,"NW","Northwest"
2,3,"NGP","Northern Great Plains"
2,4,"MW","Midwest"
2,5,"NE","Northeast"
3,1,"HI","Hawaii and US-affiliated Pacific Islands"
3,2,"SW","Southwest"
3,3,"SGP","Southern Great Plains"
3,4,"SE","Southeast"
