"row","col","code","name"
2,1,"YUK","Yukon"
3,35,"KOL","Kolyma"
3,33,"LEN","Lena"
3,21,"OB","Ob"
4,19,"VOL","Volga"
5,15,"DAN","Danube"
5,33,"AMU","Amur"
5,3,"MIS","Mississippi"
8,30,"YAN","Yangtze"
11,19,"NIL","Nile"
12,16,"CD","Lake-Chad"
13,13,"VOL","Volta"
14,5,"AMA","Amazon"
15,19,"ZAM","Zambezi"
17,6,"PAR","Parana"
17,18,"ORA","Orange"
18,33,"MUD","Murray-Darling"
